#simonettim	proposer	proposal	#maffeis	supporter
#maffeis	proposer	proposal	#simonettim	supporter
#maffeis	proposer	proposal	#bertonie	supporter
#marsilia	proposer	proposal	#maffeigio	supporter
#maffeis	proposer	proposal	#viganol	supporter
#maffeis	proposer	proposal	#pasquinellis	supporter
#simonettim	proposer	proposal	#giomettic	supporter supporter
#simonettim	proposer	proposal	#maffeis	supporter supporter
#silvionic	proposer	proposal	#pellegrinie	supporter
#silvionic	proposer	proposal	#marsilia	supporter
#pellegrinie	proposer	proposal	#lunardinil #legaT	supporter supporter
#simonettim	proposer	proposal	#cappellinic	supporter
#maffeis	proposer	proposal	#cappellinic	supporter
#pellegrinic	proposer	proposal	#viganol	supporter
#maffeis	proposer	proposal	#silvionic	supporter
#simonettim	proposer	proposal	#maffeis	supporter
#maffeis	proposer	proposal	#silvionic	supporter
#maffeis	proposer	proposal	#simonettim	supporter
#maffeis	proposer	proposal	#pasquinellis	supporter
#pasquinellis	proposer	proposal	#marsilia	supporter
#maffeis	proposer	proposal	#silvionic	supporter
#sodinij	proposer	proposal	#piaggesia	supporter
#fredianim	proposer	proposal	#marsilis	supporter
#silvionic	proposer	proposal	#tambellinig	supporter
#diodativ	proposer	proposal	#tambellinig	supporter
#pasquinellis	proposer	proposal	#viganol	supporter
#simonettim	proposer	proposal	#legaT	supporter
#simonettim	proposer	proposal	#bertonie	supporter
#bertonie	proposer	proposal	#zinim	supporter
#simonettim	proposer	proposal	#legaT	supporter
#fredianellig	proposer	proposal	#sodinij	supporter
#lunardinil	proposer	proposal	#pellegrinic	supporter
#bertonie	proposer	proposal	#fredianellig	supporter
#silvionic	proposer	proposal	#sodinij	supporter
#pasquinelliam	proposer	proposal	#tambellinig	supporter
#pellegrinic	proposer	proposal	#piaggesia	supporter
#pasquinellis	proposer	proposal	#lucchesiam	supporter
#desimos	proposer	proposal	#sodinij	supporter
#pellegrinic	proposer	proposal	#lunardinil	supporter
#fredianim	proposer	proposal	#zinim	supporter
#casalio	proposer	proposal	#zinim	supporter
#sodinij	proposer	proposal	#legaT	supporter
#fredianim	proposer	proposal	#sodinij	supporter
#pellegrinic	proposer	proposal	#zinim	supporter
#pellegrinic	proposer	proposal	#zinim	supporter
#fredianim	proposer	proposal	#zinim	supporter
#fredianellig	proposer	proposal	#zinim	supporter
#santarlascia	proposer	proposal	#marchettie	supporter
#simonettim	proposer	proposal	#zinim	supporter
#pellegrinic	proposer	proposal	#maffeigia	supporter
#maffeis	proposer	proposal	#zinim	supporter
#simonettim	proposer	proposal	#santarlascia	supporter
#maffeis	proposer	proposal	#zinim	supporter
#sodinij	proposer	proposal	#simonettim	supporter
#silvionic	proposer	proposal	#maffeigia	supporter
#pellegrinic	proposer	proposal	#pasquinellis	supporter
#marchettie	proposer	proposal	#piaggesia	supporter
#martinellia	proposer	proposal	#viganol	supporter
#maffeis	proposer	proposal	#viganol	supporter
#fredianim	proposer	proposal	#viganol	supporter
#zinif	proposer	proposal	#maffeigia	supporter
#maffeis	proposer	proposal	#zinim	supporter
#maffeis	proposer	proposal	#marsilia	supporter
#maffeis	proposer	proposal	#pasquinellis	supporter
#pasquinellis	proposer	proposal	#sodinij	supporter
#sodinij	proposer	proposal	#cappellinic	supporter
#sodinij	proposer	proposal	#maffeigia	supporter
#simonettim	proposer	proposal	#viganol	supporter
#tambellinig	proposer	proposal	#fredianim	supporter
#pellegrinic	proposer	proposal	#zinim	supporter
#zinim	proposer	proposal	#marchettie	supporter
#maffeis	proposer	proposal	#puccettia	supporter
#pellegrinic	proposer	proposal	#pacinic	supporter
#pellegrinic	proposer	proposal	#zinif	supporter
#pellegrinic	proposer	proposal	#cappellinic	supporter
#tambellinig	proposer	proposal	#tambellinian	supporter
#viganol	proposer	proposal	#pacinic	supporter
#maffeis	proposer	proposal	#sodinij	supporter
#sodinij	proposer	proposal	#maffeis	supporter
#fredianim	proposer	proposal	#zinim	supporter
#maffeis	proposer	proposal	#cappellinic	supporter
#maffeis	proposer	proposal	#cappellinic	supporter
#piaggesia	proposer	proposal	#carloe	supporter
#desimos	proposer	proposal	#pacinic	supporter
#marconic	proposer	proposal	#zinim	supporter
#zinim	proposer	proposal	#giannig	supporter
#pardinib	proposer	proposal	#sodinij	supporter
#zinim	proposer	proposal	#viganol	supporter
#fredianellig	proposer	proposal	#santarlascia	supporter
#viganol	proposer	proposal	#giangranedif	supporter
#pellegrinic	proposer	proposal	#danesiv	supporter
#marconic	proposer	proposal	#cinellio	supporter
#simonettim	proposer	proposal	#pasquinellis	supporter
#marconic	proposer	proposal	#carloe	supporter
#zinim	proposer	proposal	#lucchesiam	supporter
#pellegrinic	proposer	proposal	#borellim	supporter
#fredianim	proposer	proposal	#marconic	supporter
#lombardia	proposer	proposal	#maffeis	supporter
#fredianim	proposer	proposal	#maffeis	supporter
#pasquinellis	proposer	proposal	#tambellinig	supporter
#zinim	proposer	proposal	#barellim	supporter
#lunardinil	proposer	proposal	#cappellinic	supporter
#fredianim	proposer	proposal	#datia	supporter
#zinim	proposer	proposal	#datia	supporter
#simonettim	proposer	proposal	#zinim	supporter
#zinim	proposer	proposal	#fredianellig	supporter
#maffeis	proposer	proposal	#fredianellig	supporter
#zinim	proposer	proposal	#vannuccie	supporter
#pasquinellis	proposer	proposal	#desantie	supporter
#zinim	proposer	proposal	#giannig	supporter
#maffeis	proposer	proposal	#marconic	supporter
#bertonie	proposer	proposal	#zinim	supporter
#bertonie	proposer	proposal	#danesiv	supporter
#fredianim	proposer	proposal	#cinellio	supporter
#fredianim	proposer	proposal	#viganol	supporter
#fredianim	proposer	proposal	#fredianellig	supporter
#zinim	proposer	proposal	#marconic	supporter
#zinim	proposer	proposal	#marconic	supporter
#simonettim	proposer	proposal	#maffeis	supporter
#simonettim	proposer	proposal	#maffeis	supporter
#tambellinig	proposer	proposal	#maffeis	supporter
#desimos	proposer	proposal	#fredianim	supporter
#fredianellig	proposer	proposal	#fredianim	supporter
#maffeis	proposer	proposal	#viganol	supporter
#zinim	proposer	proposal	#maffeis	supporter
#zinim	proposer	proposal	#viganol	supporter
#pasquinellis	proposer	proposal	#zinim	supporter
#zinim	proposer	proposal	#maffeis	supporter
#zinim	proposer	proposal	#fredianellig	supporter
#viganol	proposer	proposal	#zinim	supporter
#carloe	proposer	proposal	#tambellinig	supporter
#pasquinellis	proposer	proposal	#marsilia	supporter
#marsilia	proposer	proposal	#cinellio	supporter
